date,state,district,age_0_5,age_5_17,age_18_greater
13-11-2025,Bihar,Gaya,17,39,3
13-11-2025,Bihar,Gopalganj,23,59,2
13-11-2025,Bihar,Jamui,14,21,0
13-11-2025,Bihar,Jehanabad,4,14,1
13-11-2025,Bihar,Kaimur (Bhabua),5,3,0
13-11-2025,Bihar,Katihar,12,10,0
13-11-2025,Bihar,Khagaria,29,31,0
13-11-2025,Bihar,Kishanganj,12,5,0
13-11-2025,Bihar,Lakhisarai,18,24,0
13-11-2025,Bihar,Madhepura,26,36,0
13-11-2025,Bihar,Madhubani,26,57,0
13-11-2025,Bihar,Monghyr,0,1,0
13-11-2025,Bihar,Munger,12,40,2
13-11-2025,Bihar,Muzaffarpur,50,131,1
13-11-2025,Bihar,Nalanda,22,92,0
13-11-2025,Bihar,Nawada,12,65,2
13-11-2025,Bihar,Patna,31,107,1
13-11-2025,Bihar,Purba Champaran,2,0,0
13-11-2025,Bihar,Purnia,15,24,0
13-11-2025,Bihar,Rohtas,9,21,0
13-11-2025,Bihar,Saharsa,30,58,2
13-11-2025,Bihar,Samastipur,97,64,2
13-11-2025,Bihar,Saran,71,235,4
13-11-2025,Bihar,Sheikhpura,7,14,0
13-11-2025,Bihar,Sheohar,2,3,0
13-11-2025,Bihar,Sitamarhi,21,53,2
13-11-2025,Bihar,Siwan,50,105,0
13-11-2025,Bihar,Supaul,14,24,1
13-11-2025,Bihar,Vaishali,64,111,0
13-11-2025,Bihar,West Champaran,19,116,8
13-11-2025,Chandigarh,Chandigarh,23,5,8
13-11-2025,Chhattisgarh,Balod,8,2,0
13-11-2025,Chhattisgarh,Baloda Bazar,24,10,1
13-11-2025,Chhattisgarh,Balrampur,14,7,0
13-11-2025,Chhattisgarh,Bastar,17,16,0
13-11-2025,Chhattisgarh,Bemetara,27,4,0
13-11-2025,Chhattisgarh,Bijapur,11,5,2
13-11-2025,Chhattisgarh,Bilaspur,44,4,0
13-11-2025,Chhattisgarh,Dakshin Bastar Dantewada,9,2,0
13-11-2025,Chhattisgarh,Dantewada,8,2,0
13-11-2025,Chhattisgarh,Dhamtari,23,0,0
13-11-2025,Chhattisgarh,Durg,41,2,0
13-11-2025,Chhattisgarh,Gariyaband,15,6,0
13-11-2025,Chhattisgarh,Janjgir-champa,29,1,0
13-11-2025,Chhattisgarh,Jashpur,7,6,0
13-11-2025,Chhattisgarh,Kabeerdham,5,0,0
13-11-2025,Chhattisgarh,Kanker,10,0,0
13-11-2025,Chhattisgarh,Kawardha,13,3,0
13-11-2025,Chhattisgarh,Kondagaon,7,12,0
13-11-2025,Chhattisgarh,Korba,16,2,1
13-11-2025,Chhattisgarh,Koriya,6,2,0
13-11-2025,Chhattisgarh,Mahasamund,19,2,5
13-11-2025,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,1,2,0
13-11-2025,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,1,0,0
13-11-2025,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,1,0,0
13-11-2025,Chhattisgarh,Mungeli,13,3,0
13-11-2025,Chhattisgarh,Narayanpur,5,0,0
13-11-2025,Chhattisgarh,Raigarh,17,5,2
13-11-2025,Chhattisgarh,Raipur,49,5,1
13-11-2025,Chhattisgarh,Rajnandgaon,28,4,0
13-11-2025,Chhattisgarh,Sakti,3,2,0
13-11-2025,Chhattisgarh,Sarangarh-Bilaigarh,3,0,0
13-11-2025,Chhattisgarh,Sukma,1,5,0
13-11-2025,Chhattisgarh,Surajpur,13,7,0
13-11-2025,Chhattisgarh,Surguja,5,5,0
13-11-2025,Chhattisgarh,Uttar Bastar Kanker,4,0,0
13-11-2025,Dadra and Nagar Haveli,Dadra and Nagar Haveli,6,0,0
13-11-2025,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,1,0,0
13-11-2025,Dadra and Nagar Haveli and Daman and Diu,Daman,2,1,0
13-11-2025,Delhi,Central Delhi,15,7,0
13-11-2025,Delhi,East Delhi,38,18,4
13-11-2025,Delhi,New Delhi,1,2,0
13-11-2025,Delhi,North Delhi,16,5,0
13-11-2025,Delhi,North East,11,5,0
13-11-2025,Delhi,North East Delhi,23,12,1
13-11-2025,Delhi,North West Delhi,74,16,6
13-11-2025,Delhi,Shahdara,1,3,0
13-11-2025,Delhi,South Delhi,80,29,7
13-11-2025,Delhi,South West Delhi,41,13,2
13-11-2025,Delhi,West Delhi,39,12,3
13-11-2025,Goa,North Goa,14,4,0
13-11-2025,Goa,South Goa,21,3,1
13-11-2025,Gujarat,Ahmadabad,12,2,0
13-11-2025,Gujarat,Ahmedabad,163,66,7
13-11-2025,Gujarat,Amreli,42,5,1
13-11-2025,Gujarat,Anand,63,7,5
13-11-2025,Gujarat,Arvalli,7,1,0
13-11-2025,Gujarat,Banas Kantha,1,0,0
13-11-2025,Gujarat,Banaskantha,57,24,1
13-11-2025,Gujarat,Bharuch,24,2,1
13-11-2025,Gujarat,Bhavnagar,77,12,5
13-11-2025,Gujarat,Botad,13,1,1
13-11-2025,Gujarat,Chhotaudepur,11,3,1
13-11-2025,Gujarat,Dahod,58,30,7
13-11-2025,Gujarat,Devbhumi Dwarka,13,1,1
13-11-2025,Gujarat,Dohad,20,6,0
13-11-2025,Gujarat,Gandhinagar,22,5,2
13-11-2025,Gujarat,Gir Somnath,23,4,0
13-11-2025,Gujarat,Jamnagar,52,8,2
13-11-2025,Gujarat,Junagadh,51,5,4
13-11-2025,Gujarat,Kachchh,49,10,63
13-11-2025,Gujarat,Kheda,65,12,0
13-11-2025,Gujarat,Mahesana,51,6,0
13-11-2025,Gujarat,Mahisagar,14,1,0
13-11-2025,Gujarat,Morbi,28,1,5
13-11-2025,Gujarat,Narmada,13,2,0
13-11-2025,Gujarat,Navsari,26,5,0
13-11-2025,Gujarat,Panch Mahals,0,1,0
13-11-2025,Gujarat,Panchmahals,41,16,0
13-11-2025,Gujarat,Patan,21,5,4
13-11-2025,Gujarat,Porbandar,8,1,2
13-11-2025,Gujarat,Rajkot,79,15,24
13-11-2025,Gujarat,Sabar Kantha,2,1,0
13-11-2025,Gujarat,Sabarkantha,30,3,1
13-11-2025,Gujarat,Surat,117,30,9
13-11-2025,Gujarat,Surendra Nagar,45,16,25
13-11-2025,Gujarat,Surendranagar,2,0,0
13-11-2025,Gujarat,Tapi,16,2,3
13-11-2025,Gujarat,The Dangs,7,1,0
13-11-2025,Gujarat,Vadodara,81,15,18
13-11-2025,Gujarat,Valsad,30,10,6
13-11-2025,Haryana,Ambala,38,0,1
13-11-2025,Haryana,Bhiwani,37,0,0
13-11-2025,Haryana,Charkhi Dadri,4,0,0
13-11-2025,Haryana,Faridabad,44,16,15
13-11-2025,Haryana,Fatehabad,17,2,0
13-11-2025,Haryana,Gurgaon,39,14,0
13-11-2025,Haryana,Hisar,31,1,0
13-11-2025,Haryana,Jhajjar,25,0,3
13-11-2025,Haryana,Jind,30,0,0
13-11-2025,Haryana,Kaithal,28,0,0
13-11-2025,Haryana,Karnal,26,4,0
13-11-2025,Haryana,Kurukshetra,22,1,0
13-11-2025,Haryana,Mahendragarh,23,0,0
13-11-2025,Haryana,Mewat,53,3,0
13-11-2025,Haryana,Palwal,36,2,0
13-11-2025,Haryana,Panchkula,14,2,0
13-11-2025,Haryana,Panipat,20,6,1
13-11-2025,Haryana,Rewari,11,0,0
13-11-2025,Haryana,Rohtak,22,0,6
13-11-2025,Haryana,Sirsa,23,2,0
13-11-2025,Haryana,Sonipat,45,2,0
13-11-2025,Haryana,Yamuna Nagar,30,1,0
13-11-2025,Himachal Pradesh,Bilaspur,4,1,0
13-11-2025,Himachal Pradesh,Chamba,23,0,0
13-11-2025,Himachal Pradesh,Hamirpur,12,0,0
13-11-2025,Himachal Pradesh,Kangra,38,5,1
13-11-2025,Himachal Pradesh,Kinnaur,1,0,1
13-11-2025,Himachal Pradesh,Kullu,10,3,3
13-11-2025,Himachal Pradesh,Mandi,19,0,0
13-11-2025,Himachal Pradesh,Shimla,16,0,0
13-11-2025,Himachal Pradesh,Sirmaur,16,0,0
13-11-2025,Himachal Pradesh,Solan,12,2,0
13-11-2025,Himachal Pradesh,Una,14,0,0
13-11-2025,Jammu & Kashmir,Kathua,1,0,0
13-11-2025,Jammu and Kashmir,Anantnag,14,1,0
13-11-2025,Jammu and Kashmir,Badgam,13,0,0
13-11-2025,Jammu and Kashmir,Bandipore,11,1,0
13-11-2025,Jammu and Kashmir,Baramula,15,4,1
13-11-2025,Jammu and Kashmir,Budgam,3,0,0
13-11-2025,Jammu and Kashmir,Doda,27,4,0
13-11-2025,Jammu and Kashmir,Ganderbal,1,0,0
13-11-2025,Jammu and Kashmir,Jammu,16,0,0
13-11-2025,Jammu and Kashmir,Kargil,1,2,0
13-11-2025,Jammu and Kashmir,Kathua,25,1,0
13-11-2025,Jammu and Kashmir,Kishtwar,16,1,0
13-11-2025,Jammu and Kashmir,Kulgam,7,2,0
13-11-2025,Jammu and Kashmir,Kupwara,21,5,0
13-11-2025,Jammu and Kashmir,Pulwama,12,0,0
13-11-2025,Jammu and Kashmir,Punch,13,4,0
13-11-2025,Jammu and Kashmir,Rajouri,12,4,0
13-11-2025,Jammu and Kashmir,Ramban,10,4,0
13-11-2025,Jammu and Kashmir,Reasi,5,6,0
13-11-2025,Jammu and Kashmir,Samba,9,0,0
13-11-2025,Jammu and Kashmir,Shupiyan,3,2,0
13-11-2025,Jammu and Kashmir,Srinagar,15,3,1
13-11-2025,Jammu and Kashmir,Udhampur,19,1,0
13-11-2025,Jharkhand,Bokaro,36,9,0
13-11-2025,Jharkhand,Chatra,23,20,0
13-11-2025,Jharkhand,Deoghar,32,34,1
13-11-2025,Jharkhand,Dhanbad,50,25,2
13-11-2025,Jharkhand,Dumka,13,11,1
13-11-2025,Jharkhand,East Singhbhum,31,11,0
13-11-2025,Jharkhand,Garhwa,39,10,0
13-11-2025,Jharkhand,Garhwa *,4,1,0
13-11-2025,Jharkhand,Giridih,64,59,0
13-11-2025,Jharkhand,Godda,23,14,0
13-11-2025,Jharkhand,Gumla,15,14,0
13-11-2025,Jharkhand,Hazaribag,1,2,0
13-11-2025,Jharkhand,Hazaribagh,23,14,0
13-11-2025,Jharkhand,Jamtara,23,7,0
13-11-2025,Jharkhand,Khunti,7,1,0
13-11-2025,Jharkhand,Kodarma,1,0,0
13-11-2025,Jharkhand,Koderma,13,9,0
13-11-2025,Jharkhand,Latehar,11,4,0
13-11-2025,Jharkhand,Lohardaga,10,7,1
13-11-2025,Jharkhand,Pakur,16,3,0
13-11-2025,Jharkhand,Palamau,2,1,0
13-11-2025,Jharkhand,Palamu,52,29,1
13-11-2025,Jharkhand,Pashchimi Singhbhum,3,1,0
13-11-2025,Jharkhand,Purbi Singhbhum,3,2,0
13-11-2025,Jharkhand,Ramgarh,14,6,1
13-11-2025,Jharkhand,Ranchi,62,29,0
13-11-2025,Jharkhand,Sahebganj,22,22,0
13-11-2025,Jharkhand,Sahibganj,2,3,0
13-11-2025,Jharkhand,Seraikela-Kharsawan,34,13,0
13-11-2025,Jharkhand,Seraikela-kharsawan,14,0,0
13-11-2025,Jharkhand,Simdega,8,2,0
13-11-2025,Jharkhand,West Singhbhum,30,8,0
13-11-2025,Karnataka,Bagalkot,15,8,1
13-11-2025,Karnataka,Bagalkot *,1,0,0
13-11-2025,Karnataka,Ballari,17,4,0
13-11-2025,Karnataka,Bangalore,33,5,0
13-11-2025,Karnataka,Bangalore Rural,13,1,1
13-11-2025,Karnataka,Belagavi,54,2,4
13-11-2025,Karnataka,Belgaum,32,5,0
13-11-2025,Karnataka,Bellary,16,2,0
13-11-2025,Karnataka,Bengaluru,102,63,58
13-11-2025,Karnataka,Bengaluru South,1,2,0
13-11-2025,Karnataka,Bidar,31,8,0
13-11-2025,Karnataka,Bijapur,16,6,0
13-11-2025,Karnataka,Chamrajanagar,4,2,0
13-11-2025,Karnataka,Chamrajnagar,3,1,0
13-11-2025,Karnataka,Chickmagalur,4,0,0
13-11-2025,Karnataka,Chikkaballapur,14,2,0
13-11-2025,Karnataka,Chikkamagaluru,6,2,0
13-11-2025,Karnataka,Chikmagalur,0,1,0
13-11-2025,Karnataka,Chitradurga,17,2,2
13-11-2025,Karnataka,Dakshina Kannada,33,3,2
13-11-2025,Karnataka,Davanagere,3,0,0
13-11-2025,Karnataka,Davangere,26,5,3
13-11-2025,Karnataka,Dharwad,30,2,0
13-11-2025,Karnataka,Gadag,23,1,0
13-11-2025,Karnataka,Gulbarga,24,5,0
13-11-2025,Karnataka,Hasan,5,0,0
13-11-2025,Karnataka,Hassan,14,1,0
13-11-2025,Karnataka,Haveri,24,0,0
13-11-2025,Karnataka,Haveri *,1,0,0
13-11-2025,Karnataka,Kalaburagi,35,2,0
13-11-2025,Karnataka,Kodagu,8,0,0
13-11-2025,Karnataka,Kolar,25,2,1
13-11-2025,Karnataka,Koppal,34,4,3
13-11-2025,Karnataka,Mandya,38,4,0
13-11-2025,Karnataka,Mysore,16,3,0
13-11-2025,Karnataka,Mysuru,16,5,0
13-11-2025,Karnataka,Raichur,38,15,0
13-11-2025,Karnataka,Ramanagar,10,2,0
13-11-2025,Karnataka,Shimoga,17,0,0
13-11-2025,Karnataka,Shivamogga,11,1,1
13-11-2025,Karnataka,Tumakuru,14,3,0
13-11-2025,Karnataka,Tumkur,4,0,0
13-11-2025,Karnataka,Udupi,10,1,5
13-11-2025,Karnataka,Uttara Kannada,23,3,0
13-11-2025,Karnataka,Vijayanagara,15,1,0
13-11-2025,Karnataka,Vijayapura,25,4,0
13-11-2025,Karnataka,Yadgir,23,6,0
13-11-2025,Karnataka,yadgir,3,1,0
13-11-2025,Kerala,Alappuzha,12,4,1
13-11-2025,Kerala,Ernakulam,42,15,29
13-11-2025,Kerala,Idukki,9,2,1
13-11-2025,Kerala,Kannur,25,11,17
13-11-2025,Kerala,Kasaragod,15,3,5
13-11-2025,Kerala,Kasargod,3,0,0
13-11-2025,Kerala,Kollam,26,4,10
13-11-2025,Kerala,Kottayam,21,11,3
13-11-2025,Kerala,Kozhikode,32,8,1
13-11-2025,Kerala,Malappuram,65,19,13
13-11-2025,Kerala,Palakkad,51,11,5
13-11-2025,Kerala,Pathanamthitta,7,3,4
13-11-2025,Kerala,Thiruvananthapuram,40,13,1
13-11-2025,Kerala,Thrissur,42,10,3
13-11-2025,Kerala,Wayanad,23,3,2
13-11-2025,Ladakh,Kargil,4,0,0
13-11-2025,Ladakh,Leh,1,0,0
13-11-2025,Lakshadweep,Lakshadweep,1,0,0
13-11-2025,Madhya Pradesh,Agar Malwa,11,5,0
13-11-2025,Madhya Pradesh,Alirajpur,12,16,0
13-11-2025,Madhya Pradesh,Anuppur,15,1,0
13-11-2025,Madhya Pradesh,Ashok Nagar,17,8,3
13-11-2025,Madhya Pradesh,Balaghat,37,2,0
13-11-2025,Madhya Pradesh,Barwani,18,8,0
13-11-2025,Madhya Pradesh,Betul,30,7,2
13-11-2025,Madhya Pradesh,Bhind,37,24,3
13-11-2025,Madhya Pradesh,Bhopal,83,13,4
13-11-2025,Madhya Pradesh,Burhanpur,9,4,0
13-11-2025,Madhya Pradesh,Chhatarpur,85,17,0
13-11-2025,Madhya Pradesh,Chhindwara,64,4,0
13-11-2025,Madhya Pradesh,Damoh,38,5,10
13-11-2025,Madhya Pradesh,Datia,25,3,0
13-11-2025,Madhya Pradesh,Dewas,64,10,0
13-11-2025,Madhya Pradesh,Dhar,44,11,1
13-11-2025,Madhya Pradesh,Dindori,13,0,0
13-11-2025,Madhya Pradesh,East Nimar,8,6,0
13-11-2025,Madhya Pradesh,Guna,34,5,0
13-11-2025,Madhya Pradesh,Gwalior,81,16,85
13-11-2025,Madhya Pradesh,Harda,24,2,0
13-11-2025,Madhya Pradesh,Harda *,4,1,0
13-11-2025,Madhya Pradesh,Hoshangabad,25,3,0
13-11-2025,Madhya Pradesh,Indore,123,23,2
13-11-2025,Madhya Pradesh,Jabalpur,42,7,0
13-11-2025,Madhya Pradesh,Jhabua,18,24,7
13-11-2025,Madhya Pradesh,Katni,50,11,0
13-11-2025,Madhya Pradesh,Khandwa,14,3,2
13-11-2025,Madhya Pradesh,Khargone,37,12,1
13-11-2025,Madhya Pradesh,Maihar,2,0,0
13-11-2025,Madhya Pradesh,Mandla,23,1,0
13-11-2025,Madhya Pradesh,Mandsaur,70,6,0
13-11-2025,Madhya Pradesh,Mauganj,4,0,0
13-11-2025,Madhya Pradesh,Morena,42,27,5
13-11-2025,Madhya Pradesh,Narmadapuram,3,0,8
13-11-2025,Madhya Pradesh,Narsimhapur,6,1,0
13-11-2025,Madhya Pradesh,Narsinghpur,40,4,7
13-11-2025,Madhya Pradesh,Neemuch,39,2,1
13-11-2025,Madhya Pradesh,Niwari,2,0,0
13-11-2025,Madhya Pradesh,Pandhurna,1,0,1
13-11-2025,Madhya Pradesh,Panna,19,12,1
13-11-2025,Madhya Pradesh,Raisen,30,4,0
13-11-2025,Madhya Pradesh,Rajgarh,49,8,1
13-11-2025,Madhya Pradesh,Ratlam,102,13,0
13-11-2025,Madhya Pradesh,Rewa,42,4,0
13-11-2025,Madhya Pradesh,Sagar,74,4,3
13-11-2025,Madhya Pradesh,Satna,56,8,0
13-11-2025,Madhya Pradesh,Sehore,28,6,1
13-11-2025,Madhya Pradesh,Seoni,22,4,0
13-11-2025,Madhya Pradesh,Shahdol,30,3,0
13-11-2025,Madhya Pradesh,Shajapur,68,6,1
13-11-2025,Madhya Pradesh,Sheopur,11,11,1
13-11-2025,Madhya Pradesh,Shivpuri,26,22,1
13-11-2025,Madhya Pradesh,Sidhi,36,2,0
13-11-2025,Madhya Pradesh,Singrauli,24,4,0
13-11-2025,Madhya Pradesh,Tikamgarh,43,6,0
13-11-2025,Madhya Pradesh,Ujjain,136,12,4
13-11-2025,Madhya Pradesh,Umaria,21,5,1
13-11-2025,Madhya Pradesh,Vidisha,40,10,0
13-11-2025,Madhya Pradesh,West Nimar,1,1,0
13-11-2025,Maharashtra,Ahmadnagar,37,8,5
13-11-2025,Maharashtra,Ahmed Nagar,1,0,0
13-11-2025,Maharashtra,Akola,27,2,0
13-11-2025,Maharashtra,Amravati,21,5,0
13-11-2025,Maharashtra,Aurangabad,56,6,0
13-11-2025,Maharashtra,Beed,25,7,1
13-11-2025,Maharashtra,Bhandara,7,1,0
13-11-2025,Maharashtra,Bid,1,1,0
13-11-2025,Maharashtra,Buldana,2,0,0
13-11-2025,Maharashtra,Buldhana,20,1,0
13-11-2025,Maharashtra,Chandrapur,13,1,5
13-11-2025,Maharashtra,Chatrapati Sambhaji Nagar,0,1,0
13-11-2025,Maharashtra,Chhatrapati Sambhajinagar,3,7,4
13-11-2025,Maharashtra,Dharashiv,0,1,1
13-11-2025,Maharashtra,Dhule,23,14,0
13-11-2025,Maharashtra,Gadchiroli,8,1,0
13-11-2025,Maharashtra,Gondiya,20,1,0
13-11-2025,Maharashtra,Hingoli,12,5,0
13-11-2025,Maharashtra,Jalgaon,57,4,0
13-11-2025,Maharashtra,Jalna,22,5,0
13-11-2025,Maharashtra,Kolhapur,50,2,0
13-11-2025,Maharashtra,Latur,27,3,1
13-11-2025,Maharashtra,Mumbai,84,26,0
13-11-2025,Maharashtra,Mumbai City,18,4,0
13-11-2025,Maharashtra,Mumbai Suburban,63,21,3
13-11-2025,Maharashtra,Mumbai( Sub Urban ),3,0,0
13-11-2025,Maharashtra,Nagpur,46,11,0
13-11-2025,Maharashtra,Nanded,24,5,2
13-11-2025,Maharashtra,Nandurbar,26,9,18
13-11-2025,Maharashtra,Nashik,89,26,0
13-11-2025,Maharashtra,Osmanabad,11,0,0
13-11-2025,Maharashtra,Palghar,37,18,2
13-11-2025,Maharashtra,Parbhani,35,6,10
13-11-2025,Maharashtra,Pune,119,45,13
13-11-2025,Maharashtra,Raigad,11,4,0
13-11-2025,Maharashtra,Raigarh,23,3,0
13-11-2025,Maharashtra,Ratnagiri,17,0,0
13-11-2025,Maharashtra,Sangli,22,2,0
13-11-2025,Maharashtra,Satara,18,2,0
13-11-2025,Maharashtra,Sindhudurg,10,0,0
13-11-2025,Maharashtra,Solapur,49,5,1
13-11-2025,Maharashtra,Thane,79,35,2
13-11-2025,Maharashtra,Wardha,3,0,0
13-11-2025,Maharashtra,Washim,6,1,0
13-11-2025,Maharashtra,Yavatmal,8,2,1
13-11-2025,Manipur,Bishnupur,4,1,0
13-11-2025,Manipur,Chandel,3,3,0
13-11-2025,Manipur,Churachandpur,6,2,0
13-11-2025,Manipur,Imphal East,5,0,0
13-11-2025,Manipur,Imphal West,2,2,0
13-11-2025,Manipur,Kakching,1,0,0
13-11-2025,Manipur,Senapati,2,4,0
13-11-2025,Manipur,Tamenglong,0,3,0
13-11-2025,Manipur,Thoubal,3,3,0
13-11-2025,Manipur,Ukhrul,2,3,0
13-11-2025,Meghalaya,East Garo Hills,1,2,0
13-11-2025,Meghalaya,East Jaintia Hills,3,4,11
13-11-2025,Meghalaya,East Khasi Hills,13,14,101
13-11-2025,Meghalaya,Eastern West Khasi Hills,1,0,0
13-11-2025,Meghalaya,North Garo Hills,2,4,0
13-11-2025,Meghalaya,Ri Bhoi,5,8,0
13-11-2025,Meghalaya,South Garo Hills,0,7,51
13-11-2025,Meghalaya,South West Garo Hills,4,2,0
13-11-2025,Meghalaya,South West Khasi Hills,11,8,1
13-11-2025,Meghalaya,West Garo Hills,14,14,0
13-11-2025,Meghalaya,West Jaintia Hills,8,2,52
13-11-2025,Meghalaya,West Khasi Hills,2,5,3
13-11-2025,Mizoram,Aizawl,8,0,0
13-11-2025,Mizoram,Champhai,2,2,0
13-11-2025,Mizoram,Lawngtlai,10,3,1
13-11-2025,Mizoram,Lunglei,8,1,0
13-11-2025,Mizoram,Saiha,2,1,0
13-11-2025,Mizoram,Serchhip,1,0,0
13-11-2025,Nagaland,Chumukedima,0,0,3
13-11-2025,Nagaland,Dimapur,1,2,3
13-11-2025,Nagaland,Kiphire,3,5,1
13-11-2025,Nagaland,Kohima,1,2,1
13-11-2025,Nagaland,Longleng,0,1,1
13-11-2025,Nagaland,Mokokchung,0,1,0
13-11-2025,Nagaland,Mon,0,8,0
13-11-2025,Nagaland,Noklak,0,2,0
13-11-2025,Nagaland,Peren,0,0,2
13-11-2025,Nagaland,Phek,3,1,1
13-11-2025,Nagaland,Shamator,0,2,2
13-11-2025,Nagaland,Tuensang,1,0,0
13-11-2025,Nagaland,Zunheboto,0,2,0
13-11-2025,Odisha,Angul,6,0,0
13-11-2025,Odisha,Balangir,24,3,1
13-11-2025,Odisha,Baleshwar,2,0,0
13-11-2025,Odisha,Baleswar,18,6,0
13-11-2025,Odisha,Bargarh,32,4,0
13-11-2025,Odisha,Bhadrak,18,10,0
13-11-2025,Odisha,Boudh,7,1,0
13-11-2025,Odisha,Cuttack,9,4,0
13-11-2025,Odisha,Debagarh,4,1,0
13-11-2025,Odisha,Dhenkanal,8,3,0
13-11-2025,Odisha,Gajapati,7,0,0
13-11-2025,Odisha,Ganjam,41,10,0
13-11-2025,Odisha,JAJPUR,8,2,0
13-11-2025,Odisha,Jagatsinghapur,5,1,6
13-11-2025,Odisha,Jagatsinghpur,4,0,0
13-11-2025,Odisha,Jajapur,12,1,0
13-11-2025,Odisha,Jharsuguda,9,0,0
13-11-2025,Odisha,Kalahandi,18,12,0
13-11-2025,Odisha,Kandhamal,10,5,0
13-11-2025,Odisha,Kendrapara,17,6,0
13-11-2025,Odisha,Kendujhar,19,5,0
13-11-2025,Odisha,Khorda,18,4,0
13-11-2025,Odisha,Khordha,6,0,0
13-11-2025,Odisha,Koraput,14,9,0
13-11-2025,Odisha,Malkangiri,5,2,0
13-11-2025,Odisha,Mayurbhanj,24,2,0
13-11-2025,Odisha,Nabarangapur,12,13,0
13-11-2025,Odisha,Nayagarh,10,4,1
13-11-2025,Odisha,Nuapada,5,3,0
13-11-2025,Odisha,Puri,19,2,0
13-11-2025,Odisha,Rayagada,12,4,0
13-11-2025,Odisha,Sambalpur,12,3,0
13-11-2025,Odisha,Sonapur,7,1,0
13-11-2025,Odisha,Subarnapur,1,2,0
13-11-2025,Odisha,Sundargarh,3,0,0
13-11-2025,Odisha,Sundergarh,19,7,0
13-11-2025,Orissa,Balangir,2,0,0
13-11-2025,Orissa,Baleshwar,2,0,0
13-11-2025,Orissa,Bargarh,1,0,0
13-11-2025,Orissa,Cuttack,1,0,0
13-11-2025,Orissa,Ganjam,2,1,0
13-11-2025,Orissa,Jajapur,1,0,0
13-11-2025,Orissa,Khordha,5,1,0
13-11-2025,Orissa,Nayagarh,2,0,0
13-11-2025,Orissa,Puri,0,1,0
13-11-2025,Pondicherry,Karaikal,2,0,0
13-11-2025,Pondicherry,Pondicherry,24,1,0
13-11-2025,Pondicherry,Yanam,1,0,0
13-11-2025,Puducherry,Karaikal,5,0,1
13-11-2025,Puducherry,Puducherry,23,1,0
13-11-2025,Punjab,Amritsar,45,6,0
13-11-2025,Punjab,Barnala,7,0,1
13-11-2025,Punjab,Bathinda,11,0,0
13-11-2025,Punjab,Faridkot,8,3,0
13-11-2025,Punjab,Fatehgarh Sahib,13,1,0
13-11-2025,Punjab,Fazilka,9,0,0
13-11-2025,Punjab,Ferozepur,7,1,0
13-11-2025,Punjab,Firozpur,3,0,0
13-11-2025,Punjab,Gurdaspur,22,1,0
13-11-2025,Punjab,Hoshiarpur,23,4,9
13-11-2025,Punjab,Jalandhar,24,7,0
13-11-2025,Punjab,Kapurthala,10,3,33
13-11-2025,Punjab,Ludhiana,38,12,0
13-11-2025,Punjab,Malerkotla,4,2,1
13-11-2025,Punjab,Mansa,3,2,1
13-11-2025,Punjab,Moga,3,2,0
13-11-2025,Punjab,Pathankot,8,1,0
13-11-2025,Punjab,Patiala,18,4,1
13-11-2025,Punjab,Rupnagar,8,0,0
13-11-2025,Punjab,S.A.S Nagar(Mohali),2,0,0
13-11-2025,Punjab,SAS Nagar (Mohali),20,6,4
13-11-2025,Punjab,Sangrur,7,1,1
13-11-2025,Punjab,Shaheed Bhagat Singh Nagar,4,0,0
13-11-2025,Punjab,Sri Muktsar Sahib,6,0,0
13-11-2025,Punjab,Tarn Taran,9,0,0
13-11-2025,Rajasthan,Ajmer,61,14,28
13-11-2025,Rajasthan,Alwar,64,41,28
13-11-2025,Rajasthan,Banswara,19,18,14
13-11-2025,Rajasthan,Baran,18,7,6
13-11-2025,Rajasthan,Barmer,37,22,10
13-11-2025,Rajasthan,Bharatpur,43,33,53
13-11-2025,Rajasthan,Bhilwara,40,14,38
13-11-2025,Rajasthan,Bikaner,36,16,21
13-11-2025,Rajasthan,Bundi,10,4,26
13-11-2025,Rajasthan,Chittaurgarh,2,1,0
13-11-2025,Rajasthan,Chittorgarh,9,12,19
13-11-2025,Rajasthan,Churu,25,18,25
13-11-2025,Rajasthan,Dausa,28,12,31
13-11-2025,Rajasthan,Deeg,0,0,11
13-11-2025,Rajasthan,Dhaulpur,1,1,0
13-11-2025,Rajasthan,Dholpur,16,14,59
13-11-2025,Rajasthan,Dungarpur,21,14,28
13-11-2025,Rajasthan,Ganganagar,18,7,7
13-11-2025,Rajasthan,Hanumangarh,11,11,6
13-11-2025,Rajasthan,Jaipur,98,60,205
13-11-2025,Rajasthan,Jaisalmer,6,9,9
13-11-2025,Rajasthan,Jalor,34,37,47
13-11-2025,Rajasthan,Jhalawar,28,15,20
13-11-2025,Rajasthan,Jhunjhunu,1,0,0
13-11-2025,Rajasthan,Jhunjhunun,27,12,26
13-11-2025,Rajasthan,Jodhpur,73,65,240
13-11-2025,Rajasthan,Karauli,33,20,32
13-11-2025,Rajasthan,Kota,38,12,16
13-11-2025,Rajasthan,Nagaur,58,29,71
13-11-2025,Rajasthan,Pali,37,21,33
