date,state,district,bio_age_5_17,bio_age_17_plus
09-12-2025,Rajasthan,Alwar,790,492
09-12-2025,Rajasthan,Banswara,317,302
09-12-2025,Rajasthan,Baran,443,333
09-12-2025,Rajasthan,Barmer,662,540
09-12-2025,Rajasthan,Bharatpur,478,419
09-12-2025,Rajasthan,Bhilwara,458,539
09-12-2025,Rajasthan,Bikaner,341,385
09-12-2025,Rajasthan,Bundi,227,278
09-12-2025,Rajasthan,Chittaurgarh,6,12
09-12-2025,Rajasthan,Chittorgarh,211,164
09-12-2025,Rajasthan,Churu,504,485
09-12-2025,Rajasthan,Dausa,484,385
09-12-2025,Rajasthan,Deeg,0,1
09-12-2025,Rajasthan,Dhaulpur,1,3
09-12-2025,Rajasthan,Dholpur,195,190
09-12-2025,Rajasthan,Didwana-Kuchaman,0,1
09-12-2025,Rajasthan,Dungarpur,379,209
09-12-2025,Rajasthan,Ganganagar,358,363
09-12-2025,Rajasthan,Hanumangarh,260,309
09-12-2025,Rajasthan,Jaipur,904,1159
09-12-2025,Rajasthan,Jaisalmer,208,96
09-12-2025,Rajasthan,Jalor,376,312
09-12-2025,Rajasthan,Jhalawar,277,322
09-12-2025,Rajasthan,Jhunjhunu,9,13
09-12-2025,Rajasthan,Jhunjhunun,263,291
09-12-2025,Rajasthan,Jodhpur,536,475
09-12-2025,Rajasthan,Karauli,313,204
09-12-2025,Rajasthan,Kota,258,322
09-12-2025,Rajasthan,Kotputli-Behror,1,0
09-12-2025,Rajasthan,Nagaur,736,601
09-12-2025,Rajasthan,Pali,522,533
09-12-2025,Rajasthan,Pratapgarh,124,149
09-12-2025,Rajasthan,Rajsamand,150,202
09-12-2025,Rajasthan,Sawai Madhopur,300,271
09-12-2025,Rajasthan,Sikar,351,459
09-12-2025,Rajasthan,Sirohi,299,263
09-12-2025,Rajasthan,Tonk,203,259
09-12-2025,Rajasthan,Udaipur,698,623
09-12-2025,Sikkim,East,11,9
09-12-2025,Sikkim,East Sikkim,8,8
09-12-2025,Sikkim,North Sikkim,2,3
09-12-2025,Sikkim,South,3,7
09-12-2025,Sikkim,South Sikkim,3,1
09-12-2025,Sikkim,West,4,8
09-12-2025,Sikkim,West Sikkim,3,2
09-12-2025,Tamil Nadu,Ariyalur,246,173
09-12-2025,Tamil Nadu,Chengalpattu,51,17
09-12-2025,Tamil Nadu,Chennai,1196,717
09-12-2025,Tamil Nadu,Coimbatore,442,905
09-12-2025,Tamil Nadu,Cuddalore,1056,532
09-12-2025,Tamil Nadu,Dharmapuri,689,225
09-12-2025,Tamil Nadu,Dindigul,540,637
09-12-2025,Tamil Nadu,Erode,486,510
09-12-2025,Tamil Nadu,Kallakurichi,35,8
09-12-2025,Tamil Nadu,Kancheepuram,1083,745
09-12-2025,Tamil Nadu,Kanniyakumari,311,233
09-12-2025,Tamil Nadu,Kanyakumari,204,43
09-12-2025,Tamil Nadu,Karur,165,157
09-12-2025,Tamil Nadu,Krishnagiri,514,353
09-12-2025,Tamil Nadu,Madurai,831,552
09-12-2025,Tamil Nadu,Mayiladuthurai,39,8
09-12-2025,Tamil Nadu,Nagapattinam,277,360
09-12-2025,Tamil Nadu,Namakkal,346,383
09-12-2025,Tamil Nadu,Perambalur,95,216
09-12-2025,Tamil Nadu,Pudukkottai,527,484
09-12-2025,Tamil Nadu,Ramanathapuram,374,300
09-12-2025,Tamil Nadu,Ranipet,4,1
09-12-2025,Tamil Nadu,Salem,904,715
09-12-2025,Tamil Nadu,Sivaganga,349,367
09-12-2025,Tamil Nadu,Tenkasi,100,21
09-12-2025,Tamil Nadu,Thanjavur,788,535
09-12-2025,Tamil Nadu,The Nilgiris,308,154
09-12-2025,Tamil Nadu,Theni,358,270
09-12-2025,Tamil Nadu,Thiruvallur,9,13
09-12-2025,Tamil Nadu,Thiruvarur,410,269
09-12-2025,Tamil Nadu,Thoothukkudi,721,401
09-12-2025,Tamil Nadu,Tiruchirappalli,540,649
09-12-2025,Tamil Nadu,Tirunelveli,927,746
09-12-2025,Tamil Nadu,Tirupattur,55,12
09-12-2025,Tamil Nadu,Tiruppur,596,453
09-12-2025,Tamil Nadu,Tiruvallur,1216,613
09-12-2025,Tamil Nadu,Tiruvannamalai,426,358
09-12-2025,Tamil Nadu,Vellore,878,588
09-12-2025,Tamil Nadu,Villupuram,550,210
09-12-2025,Tamil Nadu,Viluppuram,124,407
09-12-2025,Tamil Nadu,Virudhunagar,353,458
09-12-2025,Telangana,Adilabad,409,214
09-12-2025,Telangana,Bhadradri Kothagudem,101,53
09-12-2025,Telangana,Hanumakonda,7,12
09-12-2025,Telangana,Hyderabad,1493,617
09-12-2025,Telangana,Jagitial,67,19
09-12-2025,Telangana,Jangaon,3,0
09-12-2025,Telangana,Jangoan,42,16
09-12-2025,Telangana,Jayashankar Bhupalpally,17,5
09-12-2025,Telangana,Jogulamba Gadwal,52,24
09-12-2025,Telangana,K.v. Rangareddy,1034,748
09-12-2025,Telangana,Kamareddy,85,46
09-12-2025,Telangana,Karimnagar,536,385
09-12-2025,Telangana,Khammam,433,108
09-12-2025,Telangana,Komaram Bheem,39,12
09-12-2025,Telangana,Mahabubabad,40,21
09-12-2025,Telangana,Mahabubnagar,768,533
09-12-2025,Telangana,Mancherial,83,41
09-12-2025,Telangana,Medak,657,413
09-12-2025,Telangana,Medchal-malkajgiri,119,112
09-12-2025,Telangana,Medchal−malkajgiri,44,25
09-12-2025,Telangana,Mulugu,15,17
09-12-2025,Telangana,Nagarkurnool,66,16
09-12-2025,Telangana,Nalgonda,649,353
09-12-2025,Telangana,Narayanpet,17,17
09-12-2025,Telangana,Nirmal,59,36
09-12-2025,Telangana,Nizamabad,594,398
09-12-2025,Telangana,Peddapalli,45,22
09-12-2025,Telangana,Rajanna Sircilla,50,11
09-12-2025,Telangana,Rangareddy,7,8
09-12-2025,Telangana,Sangareddy,146,58
09-12-2025,Telangana,Siddipet,112,42
09-12-2025,Telangana,Suryapet,66,44
09-12-2025,Telangana,Vikarabad,76,38
09-12-2025,Telangana,Wanaparthy,50,22
09-12-2025,Telangana,Warangal,357,247
09-12-2025,Telangana,Warangal Rural,22,9
09-12-2025,Telangana,Warangal Urban,36,15
09-12-2025,Telangana,Yadadri.,77,35
09-12-2025,Tripura,Dhalai,129,59
09-12-2025,Tripura,Dhalai  *,1,3
09-12-2025,Tripura,Gomati,45,19
09-12-2025,Tripura,Khowai,98,5
09-12-2025,Tripura,North Tripura,167,140
09-12-2025,Tripura,Sepahijala,50,26
09-12-2025,Tripura,South Tripura,118,199
09-12-2025,Tripura,Unakoti,84,33
09-12-2025,Tripura,West Tripura,232,256
09-12-2025,Uttar Pradesh,Agra,762,686
09-12-2025,Uttar Pradesh,Aligarh,934,499
09-12-2025,Uttar Pradesh,Allahabad,614,638
09-12-2025,Uttar Pradesh,Ambedkar Nagar,325,230
09-12-2025,Uttar Pradesh,Amethi,476,277
09-12-2025,Uttar Pradesh,Amroha,400,319
09-12-2025,Uttar Pradesh,Auraiya,223,164
09-12-2025,Uttar Pradesh,Ayodhya,34,24
09-12-2025,Uttar Pradesh,Azamgarh,631,711
09-12-2025,Uttar Pradesh,Baghpat,218,162
09-12-2025,Uttar Pradesh,Bahraich,982,552
09-12-2025,Uttar Pradesh,Ballia,413,392
09-12-2025,Uttar Pradesh,Balrampur,557,381
09-12-2025,Uttar Pradesh,Banda,322,291
09-12-2025,Uttar Pradesh,Bara Banki,783,465
09-12-2025,Uttar Pradesh,Barabanki,5,46
09-12-2025,Uttar Pradesh,Bareilly,811,691
09-12-2025,Uttar Pradesh,Basti,456,356
09-12-2025,Uttar Pradesh,Bhadohi,23,16
09-12-2025,Uttar Pradesh,Bijnor,793,653
09-12-2025,Uttar Pradesh,Budaun,545,369
09-12-2025,Uttar Pradesh,Bulandshahar,1,4
09-12-2025,Uttar Pradesh,Bulandshahr,704,418
09-12-2025,Uttar Pradesh,Chandauli,254,234
09-12-2025,Uttar Pradesh,Chitrakoot,279,182
09-12-2025,Uttar Pradesh,Deoria,436,425
09-12-2025,Uttar Pradesh,Etah,274,216
09-12-2025,Uttar Pradesh,Etawah,270,275
09-12-2025,Uttar Pradesh,Faizabad,416,301
09-12-2025,Uttar Pradesh,Farrukhabad,436,292
09-12-2025,Uttar Pradesh,Fatehpur,357,329
09-12-2025,Uttar Pradesh,Firozabad,463,362
09-12-2025,Uttar Pradesh,Gautam Buddha Nagar,181,226
09-12-2025,Uttar Pradesh,Ghaziabad,424,497
09-12-2025,Uttar Pradesh,Ghazipur,501,417
09-12-2025,Uttar Pradesh,Gonda,627,338
09-12-2025,Uttar Pradesh,Gorakhpur,473,681
09-12-2025,Uttar Pradesh,Hamirpur,165,162
09-12-2025,Uttar Pradesh,Hapur,236,132
09-12-2025,Uttar Pradesh,Hardoi,842,477
09-12-2025,Uttar Pradesh,Hathras,386,208
09-12-2025,Uttar Pradesh,Jalaun,273,225
09-12-2025,Uttar Pradesh,Jaunpur,708,615
09-12-2025,Uttar Pradesh,Jhansi,418,395
09-12-2025,Uttar Pradesh,Jyotiba Phule Nagar,3,1
09-12-2025,Uttar Pradesh,Kannauj,274,215
09-12-2025,Uttar Pradesh,Kanpur Dehat,329,200
09-12-2025,Uttar Pradesh,Kanpur Nagar,495,548
09-12-2025,Uttar Pradesh,Kasganj,356,314
09-12-2025,Uttar Pradesh,Kaushambi,366,260
09-12-2025,Uttar Pradesh,Kheri,932,513
09-12-2025,Uttar Pradesh,Kushinagar,632,541
09-12-2025,Uttar Pradesh,Kushinagar *,0,1
09-12-2025,Uttar Pradesh,Lalitpur,289,247
09-12-2025,Uttar Pradesh,Lucknow,791,695
09-12-2025,Uttar Pradesh,Maharajganj,527,419
09-12-2025,Uttar Pradesh,Mahoba,232,142
09-12-2025,Uttar Pradesh,Mahrajganj,0,1
09-12-2025,Uttar Pradesh,Mainpuri,302,279
09-12-2025,Uttar Pradesh,Mathura,447,329
09-12-2025,Uttar Pradesh,Mau,295,392
09-12-2025,Uttar Pradesh,Meerut,588,442
09-12-2025,Uttar Pradesh,Mirzapur,379,254
09-12-2025,Uttar Pradesh,Moradabad,616,481
09-12-2025,Uttar Pradesh,Muzaffarnagar,487,470
09-12-2025,Uttar Pradesh,Pilibhit,451,339
09-12-2025,Uttar Pradesh,Pratapgarh,356,358
09-12-2025,Uttar Pradesh,Prayagraj,65,50
09-12-2025,Uttar Pradesh,Rae Bareli,478,363
09-12-2025,Uttar Pradesh,Rampur,444,433
09-12-2025,Uttar Pradesh,Saharanpur,832,694
09-12-2025,Uttar Pradesh,Sambhal,569,299
09-12-2025,Uttar Pradesh,Sant Kabir Nagar,336,316
09-12-2025,Uttar Pradesh,Sant Ravidas Nagar,217,223
09-12-2025,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,1,1
09-12-2025,Uttar Pradesh,Shahjahanpur,626,386
09-12-2025,Uttar Pradesh,Shamli,339,433
09-12-2025,Uttar Pradesh,Shrawasti,189,200
09-12-2025,Uttar Pradesh,Siddharthnagar,555,412
09-12-2025,Uttar Pradesh,Sitapur,941,625
09-12-2025,Uttar Pradesh,Sonbhadra,287,181
09-12-2025,Uttar Pradesh,Sultanpur,372,345
09-12-2025,Uttar Pradesh,Unnao,471,419
09-12-2025,Uttar Pradesh,Varanasi,560,705
09-12-2025,Uttarakhand,Almora,258,168
09-12-2025,Uttarakhand,Bageshwar,87,86
09-12-2025,Uttarakhand,Chamoli,193,164
09-12-2025,Uttarakhand,Champawat,180,124
09-12-2025,Uttarakhand,Dehradun,800,464
09-12-2025,Uttarakhand,Garhwal,2,13
09-12-2025,Uttarakhand,Hardwar,3,17
09-12-2025,Uttarakhand,Haridwar,2001,494
09-12-2025,Uttarakhand,Nainital,712,407
09-12-2025,Uttarakhand,Pauri Garhwal,271,172
09-12-2025,Uttarakhand,Pithoragarh,246,101
09-12-2025,Uttarakhand,Rudraprayag,168,92
09-12-2025,Uttarakhand,Tehri Garhwal,386,321
09-12-2025,Uttarakhand,Udham Singh Nagar,2125,648
09-12-2025,Uttarakhand,Uttarkashi,202,97
09-12-2025,West Bangal,Hooghly,0,1
09-12-2025,West Bengal,Alipurduar,26,22
09-12-2025,West Bengal,Bankura,257,361
09-12-2025,West Bengal,Barddhaman,288,611
09-12-2025,West Bengal,Bardhaman,7,96
09-12-2025,West Bengal,Birbhum,264,352
09-12-2025,West Bengal,Cooch Behar,83,66
09-12-2025,West Bengal,Dakshin Dinajpur,104,150
09-12-2025,West Bengal,Darjeeling,100,194
09-12-2025,West Bengal,Darjiling,2,14
09-12-2025,West Bengal,East Midnapore,18,149
09-12-2025,West Bengal,Haora,23,99
09-12-2025,West Bengal,Hooghly,304,503
09-12-2025,West Bengal,Howrah,190,207
09-12-2025,West Bengal,Hugli,0,8
09-12-2025,West Bengal,Jalpaiguri,166,318
09-12-2025,West Bengal,Jhargram,17,6
09-12-2025,West Bengal,Kalimpong,10,1
09-12-2025,West Bengal,Koch Bihar,8,52
09-12-2025,West Bengal,Kolkata,147,319
09-12-2025,West Bengal,Malda,233,342
09-12-2025,West Bengal,Maldah,18,58
09-12-2025,West Bengal,Medinipur,0,1
09-12-2025,West Bengal,Murshidabad,535,671
09-12-2025,West Bengal,Nadia,223,372
09-12-2025,West Bengal,North 24 Parganas,558,622
09-12-2025,West Bengal,North Dinajpur,1,11
09-12-2025,West Bengal,North Twenty Four Parganas,13,88
09-12-2025,West Bengal,Paschim Bardhaman,16,23
09-12-2025,West Bengal,Paschim Medinipur,398,418
09-12-2025,West Bengal,Purba Bardhaman,35,30
09-12-2025,West Bengal,Purba Medinipur,308,407
09-12-2025,West Bengal,Purulia,6,24
09-12-2025,West Bengal,Puruliya,270,372
09-12-2025,West Bengal,South 24 Parganas,424,504
09-12-2025,West Bengal,South Dinajpur,2,9
09-12-2025,West Bengal,South Twenty Four Parganas,19,123
09-12-2025,West Bengal,Uttar Dinajpur,178,308
09-12-2025,West Bengal,West Medinipur,0,1
09-12-2025,West Bengal,West Midnapore,16,73
09-12-2025,West Bengal,hooghly,0,2
10-09-2025,Andaman & Nicobar Islands,Andamans,9,14
10-09-2025,Andaman & Nicobar Islands,South Andaman,4,10
10-09-2025,Andaman and Nicobar Islands,Nicobar,8,16
10-09-2025,Andaman and Nicobar Islands,North And Middle Andaman,64,15
10-09-2025,Andaman and Nicobar Islands,South Andaman,88,21
10-09-2025,Andhra Pradesh,Adilabad,80,343
10-09-2025,Andhra Pradesh,Alluri Sitharama Raju,39,40
10-09-2025,Andhra Pradesh,Anakapalli,6,19
10-09-2025,Andhra Pradesh,Anantapur,122,198
10-09-2025,Andhra Pradesh,Ananthapur,172,80
10-09-2025,Andhra Pradesh,Ananthapuramu,281,79
10-09-2025,Andhra Pradesh,Annamayya,10,29
10-09-2025,Andhra Pradesh,Bapatla,10,16
10-09-2025,Andhra Pradesh,Chittoor,330,398
10-09-2025,Andhra Pradesh,Cuddapah,275,352
10-09-2025,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,12,14
10-09-2025,Andhra Pradesh,East Godavari,526,555
10-09-2025,Andhra Pradesh,Eluru,25,22
10-09-2025,Andhra Pradesh,Guntur,355,669
10-09-2025,Andhra Pradesh,Hyderabad,164,699
10-09-2025,Andhra Pradesh,K.V.Rangareddy,2,13
10-09-2025,Andhra Pradesh,K.v. Rangareddy,1,8
10-09-2025,Andhra Pradesh,Kakinada,20,23
10-09-2025,Andhra Pradesh,Karim Nagar,2,26
10-09-2025,Andhra Pradesh,Karimnagar,44,300
10-09-2025,Andhra Pradesh,Khammam,88,215
10-09-2025,Andhra Pradesh,Krishna,375,588
10-09-2025,Andhra Pradesh,Kurnool,576,686
10-09-2025,Andhra Pradesh,Mahabub Nagar,8,320
10-09-2025,Andhra Pradesh,Mahabubnagar,2,6
10-09-2025,Andhra Pradesh,Mahbubnagar,27,201
10-09-2025,Andhra Pradesh,Medak,92,276
10-09-2025,Andhra Pradesh,N. T. R,23,44
10-09-2025,Andhra Pradesh,Nalgonda,39,297
10-09-2025,Andhra Pradesh,Nandyal,18,31
10-09-2025,Andhra Pradesh,Nellore,322,395
10-09-2025,Andhra Pradesh,Nizamabad,31,85
10-09-2025,Andhra Pradesh,Palnadu,19,24
10-09-2025,Andhra Pradesh,Parvathipuram Manyam,16,28
10-09-2025,Andhra Pradesh,Prakasam,377,549
10-09-2025,Andhra Pradesh,Rangareddi,103,457
10-09-2025,Andhra Pradesh,Sri Potti Sriramulu Nellore,38,39
10-09-2025,Andhra Pradesh,Sri Sathya Sai,23,30
10-09-2025,Andhra Pradesh,Srikakulam,296,556
10-09-2025,Andhra Pradesh,Tirupati,24,34
10-09-2025,Andhra Pradesh,Visakhapatnam,826,924
10-09-2025,Andhra Pradesh,Vizianagaram,275,461
10-09-2025,Andhra Pradesh,Warangal,179,463
10-09-2025,Andhra Pradesh,West Godavari,515,661
10-09-2025,Andhra Pradesh,Y. S. R,7,36
10-09-2025,Arunachal Pradesh,Anjaw,0,2
10-09-2025,Arunachal Pradesh,Changlang,9,30
10-09-2025,Arunachal Pradesh,Dibang Valley,3,0
10-09-2025,Arunachal Pradesh,East Kameng,12,12
10-09-2025,Arunachal Pradesh,East Siang,13,8
10-09-2025,Arunachal Pradesh,Kamle,0,1
10-09-2025,Arunachal Pradesh,Kra Daadi,6,6
10-09-2025,Arunachal Pradesh,Kurung Kumey,6,11
10-09-2025,Arunachal Pradesh,Lohit,26,22
10-09-2025,Arunachal Pradesh,Longding,2,12
10-09-2025,Arunachal Pradesh,Lower Dibang Valley,8,7
10-09-2025,Arunachal Pradesh,Lower Siang,10,0
10-09-2025,Arunachal Pradesh,Lower Subansiri,12,8
10-09-2025,Arunachal Pradesh,Namsai,9,33
10-09-2025,Arunachal Pradesh,Pakke Kessang,0,2
10-09-2025,Arunachal Pradesh,Papum Pare,124,64
10-09-2025,Arunachal Pradesh,Shi-yomi,0,2
10-09-2025,Arunachal Pradesh,Siang,12,4
10-09-2025,Arunachal Pradesh,Tawang,2,3
10-09-2025,Arunachal Pradesh,Tirap,5,3
10-09-2025,Arunachal Pradesh,Upper Siang,10,12
10-09-2025,Arunachal Pradesh,Upper Subansiri,9,8
10-09-2025,Arunachal Pradesh,West Kameng,36,4
10-09-2025,Arunachal Pradesh,West Siang,58,8
10-09-2025,Assam,Baksa,74,35
10-09-2025,Assam,Barpeta,848,144
10-09-2025,Assam,Biswanath,49,16
10-09-2025,Assam,Bongaigaon,137,71
10-09-2025,Assam,Cachar,520,214
10-09-2025,Assam,Charaideo,217,26
10-09-2025,Assam,Chirang,81,55
10-09-2025,Assam,Darrang,168,50
10-09-2025,Assam,Dhemaji,200,48
10-09-2025,Assam,Dhubri,386,126
10-09-2025,Assam,Dibrugarh,203,82
10-09-2025,Assam,Goalpara,117,71
10-09-2025,Assam,Golaghat,151,68
10-09-2025,Assam,Hailakandi,238,54
10-09-2025,Assam,Hojai,128,115
10-09-2025,Assam,Jorhat,155,54
10-09-2025,Assam,Kamrup,392,90
10-09-2025,Assam,Kamrup Metro,144,88
10-09-2025,Assam,Karbi Anglong,174,97
10-09-2025,Assam,Karimganj,270,69
10-09-2025,Assam,Kokrajhar,97,42
10-09-2025,Assam,Lakhimpur,187,89
10-09-2025,Assam,Majuli,28,14
10-09-2025,Assam,Marigaon,178,96
10-09-2025,Assam,Nagaon,395,534
10-09-2025,Assam,Nalbari,192,34
10-09-2025,Assam,North Cachar Hills,108,11
10-09-2025,Assam,Sibsagar,86,6
10-09-2025,Assam,Sonitpur,192,75
10-09-2025,Assam,South Salmara Mankachar,36,16
10-09-2025,Assam,Sribhumi,1,4
10-09-2025,Assam,Tinsukia,95,37
10-09-2025,Assam,Udalguri,138,46
10-09-2025,Assam,West Karbi Anglong,16,53
10-09-2025,Bihar,Araria,301,584
10-09-2025,Bihar,Arwal,65,115
10-09-2025,Bihar,Aurangabad,233,350
10-09-2025,Bihar,Aurangabad(bh),0,3
10-09-2025,Bihar,Banka,201,399
10-09-2025,Bihar,Begusarai,359,521
10-09-2025,Bihar,Bhabua,0,2
10-09-2025,Bihar,Bhagalpur,431,681
10-09-2025,Bihar,Bhojpur,306,502
10-09-2025,Bihar,Buxar,117,217
10-09-2025,Bihar,Darbhanga,600,1018
10-09-2025,Bihar,East Champaran,488,774
10-09-2025,Bihar,Gaya,443,648
10-09-2025,Bihar,Gopalganj,172,324
10-09-2025,Bihar,Jamui,219,278
10-09-2025,Bihar,Jehanabad,86,144
10-09-2025,Bihar,Kaimur (Bhabua),256,287
10-09-2025,Bihar,Katihar,544,1240
10-09-2025,Bihar,Khagaria,202,320
10-09-2025,Bihar,Kishanganj,293,1114
10-09-2025,Bihar,Lakhisarai,123,142
10-09-2025,Bihar,Madhepura,390,631
10-09-2025,Bihar,Madhubani,415,619
10-09-2025,Bihar,Monghyr,0,5
10-09-2025,Bihar,Munger,150,294
10-09-2025,Bihar,Muzaffarpur,401,815
10-09-2025,Bihar,Nalanda,292,539
10-09-2025,Bihar,Nawada,230,410
10-09-2025,Bihar,Pashchim Champaran,0,3
10-09-2025,Bihar,Patna,548,744
10-09-2025,Bihar,Purnea,2,44
10-09-2025,Bihar,Purnia,581,1206
10-09-2025,Bihar,Rohtas,243,440
10-09-2025,Bihar,Saharsa,377,979
10-09-2025,Bihar,Samastipur,382,566
10-09-2025,Bihar,Samstipur,0,4
10-09-2025,Bihar,Saran,352,544
10-09-2025,Bihar,Sheikhpura,264,250
10-09-2025,Bihar,Sheikpura,0,11
10-09-2025,Bihar,Sheohar,107,180
10-09-2025,Bihar,Sitamarhi,386,615
10-09-2025,Bihar,Siwan,221,355
10-09-2025,Bihar,Supaul,187,294
10-09-2025,Bihar,Vaishali,316,594
10-09-2025,Bihar,West Champaran,255,489
10-09-2025,Chandigarh,Chandigarh,157,151
10-09-2025,Chhattisgarh,Balod,109,781
10-09-2025,Chhattisgarh,Baloda Bazar,137,378
10-09-2025,Chhattisgarh,Balrampur,71,291
10-09-2025,Chhattisgarh,Bastar,136,519
10-09-2025,Chhattisgarh,Bemetara,122,498
10-09-2025,Chhattisgarh,Bijapur,29,85
10-09-2025,Chhattisgarh,Bilaspur,224,667
10-09-2025,Chhattisgarh,Dakshin Bastar Dantewada,80,157
10-09-2025,Chhattisgarh,Dantewada,68,90
10-09-2025,Chhattisgarh,Dhamtari,78,492
10-09-2025,Chhattisgarh,Durg,239,635
10-09-2025,Chhattisgarh,Gariyaband,50,285
10-09-2025,Chhattisgarh,Gaurela-pendra-marwahi,3,1
10-09-2025,Chhattisgarh,Janjgir - Champa,0,3
10-09-2025,Chhattisgarh,Janjgir Champa,0,2
10-09-2025,Chhattisgarh,Janjgir-champa,212,603
10-09-2025,Chhattisgarh,Jashpur,100,241
10-09-2025,Chhattisgarh,Kabeerdham,101,95
10-09-2025,Chhattisgarh,Kanker,42,216
10-09-2025,Chhattisgarh,Kawardha,90,229
10-09-2025,Chhattisgarh,Khairagarh Chhuikhadan Gandai,4,7
10-09-2025,Chhattisgarh,Kondagaon,95,352
10-09-2025,Chhattisgarh,Korba,329,467
10-09-2025,Chhattisgarh,Koriya,99,240
10-09-2025,Chhattisgarh,Mahasamund,91,260
10-09-2025,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2,12
10-09-2025,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,3,12
10-09-2025,Chhattisgarh,Mungeli,107,386
10-09-2025,Chhattisgarh,Narayanpur,58,182
10-09-2025,Chhattisgarh,Raigarh,184,1507
10-09-2025,Chhattisgarh,Raipur,188,671
10-09-2025,Chhattisgarh,Rajnandgaon,218,439
10-09-2025,Chhattisgarh,Sakti,2,16
10-09-2025,Chhattisgarh,Sarangarh-Bilaigarh,0,11
10-09-2025,Chhattisgarh,Sukma,66,62
10-09-2025,Chhattisgarh,Surajpur,332,262
10-09-2025,Chhattisgarh,Surguja,83,294
10-09-2025,Chhattisgarh,Uttar Bastar Kanker,23,132
10-09-2025,Dadra & Nagar Haveli,Dadra & Nagar Haveli,1,2
10-09-2025,Dadra and Nagar Haveli,Dadra and Nagar Haveli,154,141
10-09-2025,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2,0
10-09-2025,Dadra and Nagar Haveli and Daman and Diu,Daman,1,0
10-09-2025,Dadra and Nagar Haveli and Daman and Diu,Diu,0,1
10-09-2025,Daman & Diu,Daman,3,5
10-09-2025,Daman & Diu,Diu,0,3
10-09-2025,Daman and Diu,Daman,19,2
10-09-2025,Daman and Diu,Diu,15,4
10-09-2025,Delhi,Central Delhi,121,150
10-09-2025,Delhi,East Delhi,260,280
10-09-2025,Delhi,Najafgarh,0,2
10-09-2025,Delhi,New Delhi,13,11
10-09-2025,Delhi,North Delhi,162,181
10-09-2025,Delhi,North East,18,138
10-09-2025,Delhi,North East Delhi,465,309
10-09-2025,Delhi,North West Delhi,766,798
10-09-2025,Delhi,Shahdara,3,15
10-09-2025,Delhi,South Delhi,494,499
10-09-2025,Delhi,South East Delhi,1,0
10-09-2025,Delhi,South West Delhi,427,361
10-09-2025,Delhi,West Delhi,406,447
10-09-2025,Goa,North Goa,60,110
10-09-2025,Goa,South Goa,56,91
10-09-2025,Gujarat,Ahmadabad,10,98
10-09-2025,Gujarat,Ahmedabad,809,1319
10-09-2025,Gujarat,Amreli,182,255
10-09-2025,Gujarat,Anand,330,382
10-09-2025,Gujarat,Arvalli,145,71
10-09-2025,Gujarat,Banas Kantha,0,6
10-09-2025,Gujarat,Banaskantha,365,486
10-09-2025,Gujarat,Bharuch,146,177
10-09-2025,Gujarat,Bhavnagar,324,401
10-09-2025,Gujarat,Botad,46,36
10-09-2025,Gujarat,Chhotaudepur,128,145
10-09-2025,Gujarat,Dahod,449,336
10-09-2025,Gujarat,Devbhumi Dwarka,91,55
10-09-2025,Gujarat,Dohad,20,91
10-09-2025,Gujarat,Gandhinagar,160,242
10-09-2025,Gujarat,Gir Somnath,101,61
10-09-2025,Gujarat,Jamnagar,180,245
10-09-2025,Gujarat,Junagadh,142,397
10-09-2025,Gujarat,Kachchh,272,306
10-09-2025,Gujarat,Kheda,284,496
10-09-2025,Gujarat,Mahesana,250,374
10-09-2025,Gujarat,Mahisagar,118,90
10-09-2025,Gujarat,Morbi,86,54
10-09-2025,Gujarat,Narmada,82,128
10-09-2025,Gujarat,Navsari,111,129
10-09-2025,Gujarat,Panch Mahals,0,12
10-09-2025,Gujarat,Panchmahals,309,458
10-09-2025,Gujarat,Patan,174,284
10-09-2025,Gujarat,Porbandar,51,90
10-09-2025,Gujarat,Rajkot,407,504
10-09-2025,Gujarat,Sabar Kantha,2,14
10-09-2025,Gujarat,Sabarkantha,285,448
10-09-2025,Gujarat,Surat,575,711
10-09-2025,Gujarat,Surendra Nagar,257,407
10-09-2025,Gujarat,Surendranagar,2,14
10-09-2025,Gujarat,Tapi,81,129
10-09-2025,Gujarat,The Dangs,53,87
10-09-2025,Gujarat,Vadodara,348,670
10-09-2025,Gujarat,Valsad,216,216
10-09-2025,Haryana,Ambala,161,179
10-09-2025,Haryana,Bhiwani,157,246
10-09-2025,Haryana,Charkhi Dadri,4,17
10-09-2025,Haryana,Faridabad,152,173
10-09-2025,Haryana,Fatehabad,101,126
10-09-2025,Haryana,Gurgaon,140,117
10-09-2025,Haryana,Hisar,242,300
10-09-2025,Haryana,Jhajjar,118,122
10-09-2025,Haryana,Jind,236,273
10-09-2025,Haryana,Kaithal,259,191
10-09-2025,Haryana,Karnal,177,244
10-09-2025,Haryana,Kurukshetra,111,202
10-09-2025,Haryana,Mahendragarh,60,71
10-09-2025,Haryana,Mewat,359,222
10-09-2025,Haryana,Palwal,231,184
10-09-2025,Haryana,Panchkula,55,45
10-09-2025,Haryana,Panipat,201,290
10-09-2025,Haryana,Rewari,156,77
